Segmentasi,Status,New/ Existing,Product,offer status,B/W (Mbps),OTC,MRC,GRAND TOTAL,Cluster
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03090909090909091,0.015294117647058823,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03090909090909091,0.015294117647058823,0.028056112224448898,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.10705882352941176,0.12424849699398796,4
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.07176470588235294,0.09418837675350701,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
HOREKA JKT,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
OTOMOTIF,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
OTOMOTIF,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,4
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.045454545454545456,0.047058823529411764,0.06312625250501001,4
OTOMOTIF,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.027058823529411764,0.041082164328657314,0
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.045454545454545456,0.047058823529411764,0.06312625250501001,4
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.045454545454545456,0.047058823529411764,0.06312625250501001,4
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,2
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,4
ISP & ICT,in Building,NEW,INFINYLINK,PO WON,0.01,0.045454545454545456,0.10705882352941176,0.11422845691382764,2
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.10705882352941176,0.11422845691382764,4
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.05454545454545454,0.047058823529411764,0.06813627254509018,4
OTOMOTIF,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.05454545454545454,0.010588235294117647,0.03707414829659318,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.10705882352941176,0.11923847695390781,4
EDUCATION,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.05454545454545454,0.015294117647058823,0.041082164328657314,4
EDUCATION,in Building,NEW,INFINYLINK,LOST ,0.0025,0.045454545454545456,0.047058823529411764,0.06312625250501001,4
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,4
HOREKA JKT,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.10705882352941176,0.11422845691382764,4
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
ISP & ICT,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.07176470588235294,0.08917835671342685,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.10705882352941176,0.12424849699398796,4
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.008,0.07272727272727272,0.10117647058823528,0.12424849699398796,2
MANUFAKTUR,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.07272727272727272,0.08352941176470588,0.1092184368737475,4
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07176470588235294,0.0841683366733467,0
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,PO CANCELLED,0.01,0.045454545454545456,0.0976470588235294,0.1062124248496994,4
ISP & ICT,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.06363636363636363,0.047058823529411764,0.07314629258517033,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.10705882352941176,0.11422845691382764,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.05,0.07272727272727272,0.2588235294117647,0.25851703406813625,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.10705882352941176,0.11923847695390781,4
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.027058823529411764,0.041082164328657314,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,2
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,2
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,2
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,4
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,4
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,2
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.045454545454545456,0.07058823529411765,0.08316633266533066,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.005,0.05454545454545454,0.07176470588235294,0.08917835671342685,0
HOREKA JKT,Greenfield,NEW,INFINYLINK,LOST ,0.0025,0.045454545454545456,0.047058823529411764,0.06312625250501001,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.03636363636363636,0.01764705882352941,0.033066132264529056,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.0058823529411764705,0.02304609218436874,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,SMARTLINK,PO WON,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
HOREKA JKT,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.02727272727272727,0.03294117647058823,0.041082164328657314,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.007500000000000001,0.02727272727272727,0.029411764705882353,0.038076152304609215,0
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,LOST ,0.007500000000000001,0.02727272727272727,0.029411764705882353,0.038076152304609215,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.007,0.05454545454545454,0.07411764705882352,0.09118236472945891,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.05647058823529411,0.07615230460921843,4
OTOMOTIF,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.05647058823529411,0.07615230460921843,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.05647058823529411,0.07615230460921843,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.05647058823529411,0.07615230460921843,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.08588235294117647,0.10120240480961923,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.025,0.05454545454545454,0.14705882352941177,0.1533066132264529,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.08588235294117647,0.10120240480961923,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.08588235294117647,0.10120240480961923,4
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.001,0.07272727272727272,0.07647058823529411,0.1032064128256513,4
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
HEALTH FACILITY,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.08588235294117647,0.09619238476953908,4
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,5
EDUCATION,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
HOREKA JKT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.045454545454545456,0.010588235294117647,0.03206412825651302,0
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03090909090909091,0.007647058823529411,0.02154308617234469,0
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.015000000000000001,0.022727272727272728,0.02,0.02755511022044088,5
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.045454545454545456,0.015294117647058823,0.03607214428857715,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
HOREKA JKT,in Building,NEW,INFYLINK MIX,PO WON,0.01,0.05454545454545454,0.10588235294117647,0.11823647294589178,3
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.01,0.05454545454545454,0.08588235294117647,0.10120240480961923,1
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.11764705882352941,0.13326653306613226,4
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.018823529411764704,0.03406813627254509,5
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,SMARTLINK,DISSENGGAGED,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.002,0.05454545454545454,0.047058823529411764,0.06813627254509018,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.11176470588235293,0.12324649298597193,4
ISP & ICT,in Building,NEW,LOCAL LOOP,ACTIVE,0.025,0.01818181818181818,0.023529411764705882,0.028056112224448898,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,5
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,5
RETAIL CONSUMER GOODS,Greenfield,NEW,INFINYLINK,ACTIVE,0.005,0.03636363636363636,0.041176470588235294,0.0531062124248497,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.01,0.05454545454545454,0.2588235294117647,0.24849699398797592,3
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.08588235294117647,0.09619238476953908,2
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,0
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.045454545454545456,0.011764705882352941,0.033066132264529056,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.045454545454545456,0.011764705882352941,0.033066132264529056,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.0025,0.045454545454545456,0.011764705882352941,0.033066132264529056,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,DISSENGGAGED,0.007500000000000001,0.02727272727272727,0.029411764705882353,0.038076152304609215,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,0
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,ACTIVE,0.002,0.05454545454545454,0.047058823529411764,0.06813627254509018,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,2
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.015000000000000001,0.05454545454545454,0.09411764705882353,0.10821643286573146,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.09176470588235294,0.1062124248496994,4
ISP & ICT,in Building,NEW,LOCAL LOOP,ACTIVE,0.025,0.01818181818181818,0.023529411764705882,0.028056112224448898,5
HOREKA JKT,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,2
HEALTH FACILITY,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
ISP & ICT,in Building,EXISTING,SMARTLINK,NEGOTIATION,0.01,0.0,0.003529411764705882,0.0010020040080160322,5
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.06470588235294117,0.0781563126252505,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.002,0.045454545454545456,0.047058823529411764,0.06312625250501001,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,DISSENGGAGED,0.005,0.045454545454545456,0.06470588235294117,0.0781563126252505,2
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,0
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.02727272727272727,0.047058823529411764,0.0531062124248497,0
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.08588235294117647,0.09619238476953908,2
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.015000000000000001,0.06363636363636363,0.11764705882352941,0.13326653306613226,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.030000000000000002,0.06363636363636363,0.16470588235294117,0.17334669338677355,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.02,0.06363636363636363,0.12941176470588234,0.1432865731462926,4
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.045454545454545456,0.011764705882352941,0.033066132264529056,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.01818181818181818,0.007058823529411764,0.014028056112224447,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
EDUCATION,Greenfield,NEW,INFINYLINK,DISSENGGAGED,0.01,0.06363636363636363,0.09294117647058824,0.11222444889779559,4
EDUCATION,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.06363636363636363,0.09294117647058824,0.11222444889779559,4
HEALTH FACILITY,in Building,NEW,INFINYLINK,LOST ,0.01,0.06363636363636363,0.09294117647058824,0.11222444889779559,4
EDUCATION,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.06363636363636363,0.058823529411764705,0.08316633266533066,2
HEALTH FACILITY,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,DISSENGGAGED,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,DISSENGGAGED,0.004,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.02727272727272727,0.047058823529411764,0.0531062124248497,3
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.0025,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.09176470588235294,0.11122244488977956,4
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,0
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.01818181818181818,0.010588235294117647,0.017034068136272545,0
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.045454545454545456,0.058823529411764705,0.07314629258517033,2
RETAIL CONSUMER GOODS,in Building,NEW,INFYLINK MIX,ACTIVE,0.001,0.05454545454545454,0.03294117647058823,0.05611222444889779,3
RETAIL CONSUMER GOODS,Greenfield,NEW,INFINYLINK,LOST ,0.01,0.14545454545454545,0.15294117647058822,0.20841683366733466,4
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.047058823529411764,0.0531062124248497,5
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.07272727272727272,0.08823529411764705,0.11322645290581163,1
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,2
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03090909090909091,0.015294117647058823,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.002,0.05454545454545454,0.041176470588235294,0.06312625250501001,3
EDUCATION,in Building,NEW,SMARTLINK,LOST ,0.01,0.03090909090909091,0.015294117647058823,0.028056112224448898,0
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,DISSENGGAGED,0.01,0.05454545454545454,0.023529411764705882,0.04809619238476954,2
MANUFAKTUR,in Building,NEW,SMARTLINK,DISSENGGAGED,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,0
EDUCATION,Greenfield,NEW,INFINYLINK,DISSENGGAGED,0.005,0.045454545454545456,0.058823529411764705,0.07314629258517033,4
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.005,0.03636363636363636,0.07058823529411765,0.0781563126252505,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
ISP & ICT,Greenfield,NEW,INFINYLINK,LOST ,0.025,0.05454545454545454,0.045294117647058825,0.06663326653306613,4
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,0
ISP & ICT,in Building,NEW,INFYLINK MIX,PROPOSAL,0.005,0.07272727272727272,0.07058823529411765,0.09819639278557114,5
HOREKA JKT,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.01818181818181818,0.011764705882352941,0.018036072144288578,5
MANUFAKTUR,in Building,NEW,INFINYLINK,NEGOTIATION,0.005,0.08181818181818182,0.06470588235294117,0.09819639278557114,2
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,ACTIVE,0.01,0.05454545454545454,0.10588235294117647,0.11823647294589178,3
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.005,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
RETAIL CONSUMER GOODS,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.002,0.06363636363636363,0.04470588235294117,0.07114228456913828,3
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
ISP & ICT,in Building,NEW,SMARTLINK,PO CANCELLED,0.025,0.03636363636363636,0.047058823529411764,0.058116232464929855,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.002,0.05454545454545454,0.03529411764705882,0.058116232464929855,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
